CATEGORÍA,CÓDIGO DE VEHÍCULO,TIPO TRANSACCIÓN,MARCA,MODELO,PAIS,CLASE,TIPO,FECHA COMPRA (MM/DD/AA),PERSONA NATURAL - JURIDICA
1019900,10050419,COMPRA LOCAL,FOTON,AUMAN BJ1186 AC 6.7 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,2/13/2000,NATURAL
1019898,9996573,COMPRA LOCAL,FOTON,AUMARK E BJ1044 AC 2.8 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,2/14/2000,NATURAL
1019898,9996573,COMPRA LOCAL,FOTON,AUMARK E BJ1044 AC 2.8 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,2/15/2000,NATURAL
1018548,10040691,COMPRA LOCAL,SINOTRUK,HOWO T5G ZZ1257N464GC1 AC 6.9 2P 6X4 TM DIESEL,CHINA POPULAR,CAMION,PESADO,2/16/2000,NATURAL
1018248,10018187,COMPRA LOCAL,HYUNDAI,EX8 LWB SCB AC 3.9 2P 4X2 TM DIESEL,COREA DEL SUR,CAMION,PESADO,2/17/2000,NATURAL
1018098,9967731,COMPRA LOCAL,CHEVROLET,NMR 613 EIII 3.0 2P 4X2 TM DIESEL,JAPON,CAMION,PESADO,2/18/2000,NATURAL
1018098,9967731,COMPRA LOCAL,CHEVROLET,NMR 613 EIII 3.0 2P 4X2 TM DIESEL,JAPON,CAMION,PESADO,2/19/2000,NATURAL
1017663,10011800,COMPRA LOCAL,SINOTRUK,HOWO NPS ZZ1067F381CD165 AC 3.8 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,2/20/2000,NATURAL
1017663,10011798,COMPRA LOCAL,SINOTRUK,HOWO NPS ZZ1067F381CD165 AC 3.8 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,2/21/2000,NATURAL
1017663,10011807,COMPRA LOCAL,SINOTRUK,HOWO NPS ZZ1067F381CD165 AC 3.8 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,2/22/2000,NATURAL
1017098,10057772,COMPRA LOCAL,FOTON,AUMARK S BJ1088 AC 3.8 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,2/23/2000,NATURAL
1017098,9996564,COMPRA LOCAL,FOTON,AUMARK S BJ1088 AC 3.8 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,2/24/2000,NATURAL
1017087,10031475,COMPRA LOCAL,HINO,XZU710L-WBFQL3 AC 4.0 2P 4X2 TM DIESEL,COLOMBIA,CAMION,PESADO,2/25/2000,NATURAL
1017087,10031472,COMPRA LOCAL,HINO,XZU710L-WBFQL3 AC 4.0 2P 4X2 TM DIESEL,COLOMBIA,CAMION,PESADO,2/26/2000,NATURAL
1017087,10031484,COMPRA LOCAL,HINO,XZU710L-WBFQL3 AC 4.0 2P 4X2 TM DIESEL,COLOMBIA,CAMION,PESADO,2/27/2000,NATURAL
1017087,10031474,COMPRA LOCAL,HINO,XZU710L-WBFQL3 AC 4.0 2P 4X2 TM DIESEL,COLOMBIA,CAMION,PESADO,2/28/2000,NATURAL
1017087,10031501,COMPRA LOCAL,HINO,XZU710L-WBFQL3 AC 4.0 2P 4X2 TM DIESEL,COLOMBIA,CAMION,PESADO,2/29/2000,NATURAL
1017087,10031501,COMPRA LOCAL,HINO,XZU710L-WBFQL3 AC 4.0 2P 4X2 TM DIESEL,COLOMBIA,CAMION,PESADO,3/1/2000,NATURAL
1017069,10102070,COMPRA LOCAL,TUKO,TK CR3 EVO,CHINA POPULAR,MOTOCICLETA,LIVIANO,3/2/2000,NATURAL
1017069,10102025,COMPRA LOCAL,TUKO,TK CR3 EVO,CHINA POPULAR,MOTOCICLETA,LIVIANO,3/3/2000,NATURAL
1017069,10101350,COMPRA LOCAL,TUKO,TK CR3 EVO,CHINA POPULAR,MOTOCICLETA,LIVIANO,3/4/2000,NATURAL
1017065,10101687,COMPRA LOCAL,RANGER,150BWS,CHINA POPULAR,MOTOCICLETA,LIVIANO,3/5/2000,NATURAL
1017048,9470585,COMPRA LOCAL,HYUNDAI,EX10 ELWB SCB AC 3.9 2P 4X2 TM DIESEL,COREA DEL SUR,CAMION,PESADO,3/6/2000,NATURAL
1016904,10057710,COMPRA LOCAL,FOTON,AUMARK S BJ1128 R22.5 AC 3.8 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,3/7/2000,NATURAL
1016904,10057712,COMPRA LOCAL,FOTON,AUMARK S BJ1128 R22.5 AC 3.8 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,3/8/2000,NATURAL
1016904,10057713,COMPRA LOCAL,FOTON,AUMARK S BJ1128 R22.5 AC 3.8 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,3/9/2000,NATURAL
1016904,10057719,COMPRA LOCAL,FOTON,AUMARK S BJ1128 R22.5 AC 3.8 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,3/10/2000,NATURAL
1016466,10107087,COMPRA LOCAL,BYD,SEALION 7 AC 5P 4X4 TA EV,CHINA POPULAR,JEEP,LIVIANO,3/11/2000,NATURAL
1016466,10107105,COMPRA LOCAL,BYD,SEALION 7 AC 5P 4X4 TA EV,CHINA POPULAR,JEEP,LIVIANO,3/12/2000,NATURAL
1016465,9921944,COMPRA LOCAL,CHEVROLET,NQR 915 EIII 5.2 2P 4X2 TM DIESEL,JAPON,CAMION,PESADO,3/13/2000,NATURAL
1016460,9964115,COMPRA LOCAL,SINOTRUK,HOWO ZZ1067F381CD165 FURGON METALICO AC 3.8 2P 4X2 TM DIESEL,CHINA POPULAR,ESPECIAL,PESADO,3/14/2000,NATURAL
1016156,10098531,COMPRA LOCAL,DAYTONA,DY200 EAGLE Z,CHINA POPULAR,MOTOCICLETA,LIVIANO,3/15/2000,NATURAL
1016156,10093710,COMPRA LOCAL,DAYTONA,DY200 EAGLE Z,CHINA POPULAR,MOTOCICLETA,LIVIANO,3/16/2000,NATURAL
1016156,10093796,COMPRA LOCAL,DAYTONA,DY200 EAGLE Z,CHINA POPULAR,MOTOCICLETA,LIVIANO,3/17/2000,NATURAL
1016156,10094267,COMPRA LOCAL,DAYTONA,DY200 EAGLE Z,CHINA POPULAR,MOTOCICLETA,LIVIANO,3/18/2000,NATURAL
1016156,10099205,COMPRA LOCAL,DAYTONA,DY200 EAGLE Z,CHINA POPULAR,MOTOCICLETA,LIVIANO,3/19/2000,NATURAL
1016156,10099208,COMPRA LOCAL,DAYTONA,DY200 EAGLE Z,CHINA POPULAR,MOTOCICLETA,LIVIANO,3/20/2000,NATURAL
1016156,10097193,COMPRA LOCAL,DAYTONA,DY200 EAGLE Z,CHINA POPULAR,MOTOCICLETA,LIVIANO,3/21/2000,VRD
1016151,10103316,COMPRA LOCAL,RENAULT,KWID INTENS AC 1.0 5P 4X2 TM,COLOMBIA,JEEP,LIVIANO,3/22/2000,NATURAL
1016151,10103321,COMPRA LOCAL,RENAULT,KWID INTENS AC 1.0 5P 4X2 TM,COLOMBIA,JEEP,LIVIANO,3/23/2000,NATURAL
1016151,10103327,COMPRA LOCAL,RENAULT,KWID INTENS AC 1.0 5P 4X2 TM,COLOMBIA,JEEP,LIVIANO,3/24/2000,NATURAL
1016151,10103346,COMPRA LOCAL,RENAULT,KWID INTENS AC 1.0 5P 4X2 TM,COLOMBIA,JEEP,LIVIANO,3/25/2000,NATURAL
1016151,10102695,COMPRA LOCAL,RENAULT,KWID INTENS AC 1.0 5P 4X2 TM,COLOMBIA,JEEP,LIVIANO,3/26/2000,NATURAL
1016151,10102703,COMPRA LOCAL,RENAULT,KWID INTENS AC 1.0 5P 4X2 TM,COLOMBIA,JEEP,LIVIANO,3/27/2000,NATURAL
1016151,10103312,COMPRA LOCAL,RENAULT,KWID INTENS AC 1.0 5P 4X2 TM,COLOMBIA,JEEP,LIVIANO,3/28/2000,NATURAL
1016151,10103340,COMPRA LOCAL,RENAULT,KWID INTENS AC 1.0 5P 4X2 TM,COLOMBIA,JEEP,LIVIANO,3/29/2000,NATURAL
1016151,10102698,COMPRA LOCAL,RENAULT,KWID INTENS AC 1.0 5P 4X2 TM,COLOMBIA,JEEP,LIVIANO,3/30/2000,NATURAL
1016151,10102701,COMPRA LOCAL,RENAULT,KWID INTENS AC 1.0 5P 4X2 TM,COLOMBIA,JEEP,LIVIANO,3/31/2000,NATURAL
1016151,10103306,COMPRA LOCAL,RENAULT,KWID INTENS AC 1.0 5P 4X2 TM,COLOMBIA,JEEP,LIVIANO,4/1/2000,NATURAL
1016151,10103315,COMPRA LOCAL,RENAULT,KWID INTENS AC 1.0 5P 4X2 TM,COLOMBIA,JEEP,LIVIANO,4/2/2000,NATURAL
1016151,10103333,COMPRA LOCAL,RENAULT,KWID INTENS AC 1.0 5P 4X2 TM,COLOMBIA,JEEP,LIVIANO,4/3/2000,NATURAL
1016151,10103334,COMPRA LOCAL,RENAULT,KWID INTENS AC 1.0 5P 4X2 TM,COLOMBIA,JEEP,LIVIANO,4/4/2000,NATURAL
1016150,10090442,COMPRA LOCAL,RENAULT,KWID ZEN AC 1.0 5P 4X2 TM,COLOMBIA,JEEP,LIVIANO,4/5/2000,NATURAL
1016150,10090487,COMPRA LOCAL,RENAULT,KWID ZEN AC 1.0 5P 4X2 TM,COLOMBIA,JEEP,LIVIANO,4/6/2000,NATURAL
1016150,10090490,COMPRA LOCAL,RENAULT,KWID ZEN AC 1.0 5P 4X2 TM,COLOMBIA,JEEP,LIVIANO,4/7/2000,NATURAL
1016150,10090493,COMPRA LOCAL,RENAULT,KWID ZEN AC 1.0 5P 4X2 TM,COLOMBIA,JEEP,LIVIANO,4/8/2000,NATURAL
1016150,10090434,COMPRA LOCAL,RENAULT,KWID ZEN AC 1.0 5P 4X2 TM,COLOMBIA,JEEP,LIVIANO,4/9/2000,NATURAL
1016150,10090467,COMPRA LOCAL,RENAULT,KWID ZEN AC 1.0 5P 4X2 TM,COLOMBIA,JEEP,LIVIANO,4/10/2000,NATURAL
1015998,10035221,COMPRA LOCAL,DONGFENG,EQ1121S8CDE AC 3.8 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,4/11/2000,NATURAL
1015998,10035218,COMPRA LOCAL,DONGFENG,EQ1121S8CDE AC 3.8 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,4/12/2000,NATURAL
1015848,10035204,COMPRA LOCAL,DONGFENG,EQ1090S8CDB AC 3.8 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,4/13/2000,NATURAL
1015848,10035207,COMPRA LOCAL,DONGFENG,EQ1090S8CDB AC 3.8 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,4/14/2000,NATURAL
1015848,10035215,COMPRA LOCAL,DONGFENG,EQ1090S8CDB AC 3.8 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,4/15/2000,NATURAL
1015848,10035216,COMPRA LOCAL,DONGFENG,EQ1090S8CDB AC 3.8 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,4/16/2000,NATURAL
1015848,10035201,COMPRA LOCAL,DONGFENG,EQ1090S8CDB AC 3.8 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,4/17/2000,NATURAL
1015848,10035194,COMPRA LOCAL,DONGFENG,EQ1090S8CDB AC 3.8 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,4/18/2000,NATURAL
1015848,10035194,COMPRA LOCAL,DONGFENG,EQ1090S8CDB AC 3.8 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,4/19/2000,NATURAL
1015101,10083495,COMPRA LOCAL,SUZUKI,JIMNY GL AC 1.5 5P 4X4 TM,INDIA,JEEP,LIVIANO,4/20/2000,NATURAL
1015101,10083495,COMPRA LOCAL,SUZUKI,JIMNY GL AC 1.5 5P 4X4 TM,INDIA,JEEP,LIVIANO,4/21/2000,NATURAL
1015101,10083495,COMPRA LOCAL,SUZUKI,JIMNY GL AC 1.5 5P 4X4 TM,INDIA,JEEP,LIVIANO,4/22/2000,NATURAL
1015101,10082909,COMPRA LOCAL,SUZUKI,JIMNY GL AC 1.5 5P 4X4 TM,INDIA,JEEP,LIVIANO,4/23/2000,NATURAL
1015101,10082919,COMPRA LOCAL,SUZUKI,JIMNY GL AC 1.5 5P 4X4 TM,INDIA,JEEP,LIVIANO,4/24/2000,NATURAL
1015101,10082919,COMPRA LOCAL,SUZUKI,JIMNY GL AC 1.5 5P 4X4 TM,INDIA,JEEP,LIVIANO,4/25/2000,NATURAL
1015101,10082913,COMPRA LOCAL,SUZUKI,JIMNY GL AC 1.5 5P 4X4 TM,INDIA,JEEP,LIVIANO,4/26/2000,NATURAL
1015101,10083356,COMPRA LOCAL,SUZUKI,JIMNY GL AC 1.5 5P 4X4 TM,INDIA,JEEP,LIVIANO,4/27/2000,NATURAL
1015101,10082882,COMPRA LOCAL,SUZUKI,JIMNY GL AC 1.5 5P 4X4 TM,INDIA,JEEP,LIVIANO,4/28/2000,NATURAL
1015101,10082882,COMPRA LOCAL,SUZUKI,JIMNY GL AC 1.5 5P 4X4 TM,INDIA,JEEP,LIVIANO,4/29/2000,NATURAL
1015101,10082918,COMPRA LOCAL,SUZUKI,JIMNY GL AC 1.5 5P 4X4 TM,INDIA,JEEP,LIVIANO,4/30/2000,NATURAL
1015101,10082918,COMPRA LOCAL,SUZUKI,JIMNY GL AC 1.5 5P 4X4 TM,INDIA,JEEP,LIVIANO,5/1/2000,NATURAL
1015101,10083491,COMPRA LOCAL,SUZUKI,JIMNY GL AC 1.5 5P 4X4 TM,INDIA,JEEP,LIVIANO,5/2/2000,NATURAL
1015101,10083491,COMPRA LOCAL,SUZUKI,JIMNY GL AC 1.5 5P 4X4 TM,INDIA,JEEP,LIVIANO,5/3/2000,NATURAL
1015101,10082880,COMPRA LOCAL,SUZUKI,JIMNY GL AC 1.5 5P 4X4 TM,INDIA,JEEP,LIVIANO,5/4/2000,NATURAL
1015101,10082880,COMPRA LOCAL,SUZUKI,JIMNY GL AC 1.5 5P 4X4 TM,INDIA,JEEP,LIVIANO,5/5/2000,NATURAL
1015101,10082883,COMPRA LOCAL,SUZUKI,JIMNY GL AC 1.5 5P 4X4 TM,INDIA,JEEP,LIVIANO,5/6/2000,NATURAL
1015101,10082883,COMPRA LOCAL,SUZUKI,JIMNY GL AC 1.5 5P 4X4 TM,INDIA,JEEP,LIVIANO,5/7/2000,NATURAL
1015101,10083488,COMPRA LOCAL,SUZUKI,JIMNY GL AC 1.5 5P 4X4 TM,INDIA,JEEP,LIVIANO,5/8/2000,NATURAL
1015101,10083488,COMPRA LOCAL,SUZUKI,JIMNY GL AC 1.5 5P 4X4 TM,INDIA,JEEP,LIVIANO,5/9/2000,NATURAL
1015101,10082915,COMPRA LOCAL,SUZUKI,JIMNY GL AC 1.5 5P 4X4 TM,INDIA,JEEP,LIVIANO,5/10/2000,NATURAL
1015101,10082915,COMPRA LOCAL,SUZUKI,JIMNY GL AC 1.5 5P 4X4 TM,INDIA,JEEP,LIVIANO,5/11/2000,NATURAL
1015101,10083480,COMPRA LOCAL,SUZUKI,JIMNY GL AC 1.5 5P 4X4 TM,INDIA,JEEP,LIVIANO,5/12/2000,NATURAL
1015101,10083492,COMPRA LOCAL,SUZUKI,JIMNY GL AC 1.5 5P 4X4 TM,INDIA,JEEP,LIVIANO,5/13/2000,NATURAL
1015101,10082912,COMPRA LOCAL,SUZUKI,JIMNY GL AC 1.5 5P 4X4 TM,INDIA,JEEP,LIVIANO,5/14/2000,NATURAL
1015101,10082912,COMPRA LOCAL,SUZUKI,JIMNY GL AC 1.5 5P 4X4 TM,INDIA,JEEP,LIVIANO,5/15/2000,NATURAL
1015101,10082916,COMPRA LOCAL,SUZUKI,JIMNY GL AC 1.5 5P 4X4 TM,INDIA,JEEP,LIVIANO,5/16/2000,NATURAL
1015101,10082916,COMPRA LOCAL,SUZUKI,JIMNY GL AC 1.5 5P 4X4 TM,INDIA,JEEP,LIVIANO,5/17/2000,NATURAL
1014957,10053438,COMPRA LOCAL,HINO,GD8JL7A-EBCHF AC 7.7 2P 4X2 TM DIESEL,COLOMBIA,CAMION,PESADO,5/18/2000,NATURAL
1014957,10052676,COMPRA LOCAL,HINO,GD8JL7A-EBCHF AC 7.7 2P 4X2 TM DIESEL,COLOMBIA,CAMION,PESADO,5/19/2000,NATURAL
1014957,10052676,COMPRA LOCAL,HINO,GD8JL7A-EBCHF AC 7.7 2P 4X2 TM DIESEL,COLOMBIA,CAMION,PESADO,5/20/2000,NATURAL
1014957,10052676,COMPRA LOCAL,HINO,GD8JL7A-EBCHF AC 7.7 2P 4X2 TM DIESEL,COLOMBIA,CAMION,PESADO,5/21/2000,NATURAL
1014957,10041476,COMPRA LOCAL,HINO,GD8JL7A-EBCHF AC 7.7 2P 4X2 TM DIESEL,COLOMBIA,CAMION,PESADO,5/22/2000,NATURAL
1014948,9981971,COMPRA LOCAL,JAC,HFC1160KR1 AC 7.8 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,5/23/2000,NATURAL
1014813,10075821,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/24/2000,NATURAL
1014813,10068813,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/25/2000,NATURAL
1014813,10070289,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/26/2000,NATURAL
1014813,10070289,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/27/2000,NATURAL
1014813,10083641,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/28/2000,NATURAL
1014813,10086026,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/29/2000,NATURAL
1014813,10083566,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/30/2000,NATURAL
1014813,10068167,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/31/2000,NATURAL
1014813,10068192,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/1/2000,NATURAL
1014813,10070264,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/2/2000,NATURAL
1014813,10083614,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/3/2000,NATURAL
1014813,10083614,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/4/2000,NATURAL
1014813,10083614,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/5/2000,NATURAL
1014813,10083614,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/6/2000,NATURAL
1014813,10083614,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/7/2000,NATURAL
1014813,10101165,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/8/2000,NATURAL
1014813,10070241,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/9/2000,NATURAL
1014813,10070424,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/10/2000,NATURAL
1014813,10070436,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/11/2000,NATURAL
1014813,10097886,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/12/2000,NATURAL
1014813,10097886,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/13/2000,NATURAL
1014813,10097886,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/14/2000,NATURAL
1014813,10104617,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/15/2000,NATURAL
1014813,10068165,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/16/2000,NATURAL
1014813,10068185,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/17/2000,NATURAL
1014813,10070232,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/18/2000,NATURAL
1014813,10070240,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/19/2000,NATURAL
1014813,10070285,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/20/2000,NATURAL
1014813,10070429,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/21/2000,NATURAL
1014813,10068158,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/22/2000,NATURAL
1014813,10070922,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/23/2000,NATURAL
1014813,10083600,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/24/2000,NATURAL
1014813,10083609,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/25/2000,NATURAL
1014813,10083812,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/26/2000,NATURAL
1014813,10098110,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/27/2000,NATURAL
1014813,10070417,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/28/2000,NATURAL
1014813,10101075,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/29/2000,NATURAL
1014813,10083599,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/30/2000,NATURAL
1014813,10083809,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/1/2000,NATURAL
1014813,10083809,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/2/2000,NATURAL
1014813,10083809,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/3/2000,NATURAL
1014813,10083809,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/4/2000,NATURAL
1014813,10083809,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/5/2000,NATURAL
1014813,10083809,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/6/2000,NATURAL
1014813,10083809,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/7/2000,NATURAL
1014813,10070381,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/8/2000,NATURAL
1014813,10070426,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/9/2000,NATURAL
1014813,10083645,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/10/2000,NATURAL
1014813,10070210,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/11/2000,NATURAL
1014813,10070226,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/12/2000,NATURAL
1014813,10070226,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/13/2000,NATURAL
1014813,10070387,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/14/2000,NATURAL
1014813,10097888,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/15/2000,NATURAL
1014813,10097888,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/16/2000,NATURAL
1014813,10097888,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/17/2000,NATURAL
1014813,10097888,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/18/2000,NATURAL
1014813,10097888,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/19/2000,NATURAL
1014813,10097888,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/20/2000,NATURAL
1014813,10097888,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/21/2000,NATURAL
1014813,10070910,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/22/2000,NATURAL
1014813,10101144,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/23/2000,NATURAL
1014813,10070231,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/24/2000,NATURAL
1014813,10070265,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/25/2000,NATURAL
1014813,10070382,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/26/2000,NATURAL
1014813,10083623,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/27/2000,NATURAL
1014813,10096256,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/28/2000,NATURAL
1014813,10083543,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/29/2000,NATURAL
1014813,10083578,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/30/2000,NATURAL
1014813,10083813,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/31/2000,NATURAL
1014813,10086029,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/1/2000,NATURAL
1014813,10083602,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/2/2000,NATURAL
1014813,10070390,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/3/2000,NATURAL
1014813,10083585,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/4/2000,NATURAL
1014813,10071164,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/5/2000,NATURAL
1014813,10071164,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/6/2000,NATURAL
1014813,10071164,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/7/2000,NATURAL
1014813,10071164,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/8/2000,NATURAL
1014813,10071164,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/9/2000,NATURAL
