CATEGORÍA,CÓDIGO DE VEHÍCULO,TIPO TRANSACCIÓN,MARCA,MODELO,PAIS,CLASE,TIPO,FECHA COMPRA (MM/DD/AA),PERSONA NATURAL - JURIDICA
1005351,9970278,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/3/2020,NATURAL
1005351,9970296,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/4/2020,NATURAL
1005351,9970346,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/5/2020,NATURAL
1005351,9970380,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/6/2020,NATURAL
1005351,10022934,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/7/2020,NATURAL
1005351,10023048,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/8/2020,NATURAL
1005351,9968847,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/9/2020,NATURAL
1005351,9968862,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/10/2020,NATURAL
1005351,9968925,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/11/2020,NATURAL
1005351,9968952,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/12/2020,NATURAL
1005351,9968954,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/13/2020,NATURAL
1005351,9970368,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/14/2020,NATURAL
1005351,10023003,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/15/2020,NATURAL
1005351,10023051,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/16/2020,NATURAL
1005351,10023192,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/17/2020,NATURAL
1005351,10023540,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/18/2020,NATURAL
1005351,10038713,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/19/2020,NATURAL
1005351,10023200,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/20/2020,NATURAL
1005351,9968982,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/21/2020,NATURAL
1005351,9968858,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/22/2020,NATURAL
1005351,9970283,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/23/2020,NATURAL
1005351,10023188,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/24/2020,NATURAL
1005351,10022993,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/25/2020,NATURAL
1005351,10022993,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/26/2020,NATURAL
1005351,10023027,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/27/2020,NATURAL
1005351,10023038,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/28/2020,NATURAL
1005351,10023062,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/29/2020,NATURAL
1005351,10023065,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/30/2020,NATURAL
1005351,10023096,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,5/31/2020,NATURAL
1005351,10023096,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/1/2020,NATURAL
1005351,10023173,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/2/2020,NATURAL
1005351,10026762,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/3/2020,NATURAL
1005351,9970349,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/4/2020,NATURAL
1005351,9970349,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/5/2020,NATURAL
1005351,9970385,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/6/2020,NATURAL
1005351,10023107,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/7/2020,NATURAL
1005351,10023204,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/8/2020,NATURAL
1005351,10027160,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/9/2020,NATURAL
1005351,10027161,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/10/2020,NATURAL
1005351,10027179,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/11/2020,NATURAL
1005351,9968979,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/12/2020,NATURAL
1005351,9970262,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/13/2020,NATURAL
1005351,9970341,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/14/2020,NATURAL
1005351,10022988,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/15/2020,NATURAL
1005351,10022988,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/16/2020,NATURAL
1005351,10023080,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/17/2020,NATURAL
1005351,10023150,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/18/2020,NATURAL
1005351,10023156,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/19/2020,NATURAL
1005351,9968897,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/20/2020,NATURAL
1005351,9968963,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/21/2020,NATURAL
1005351,9968966,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/22/2020,NATURAL
1005351,10023105,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/23/2020,NATURAL
1005351,10027184,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/24/2020,NATURAL
1005351,10023011,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/25/2020,NATURAL
1005351,10023087,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/26/2020,NATURAL
1005351,10023509,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/27/2020,NATURAL
1005351,10023512,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/28/2020,NATURAL
1005351,10027178,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/29/2020,NATURAL
1005351,10027181,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,6/30/2020,NATURAL
1005351,9968828,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/1/2020,NATURAL
1005351,10022916,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/2/2020,NATURAL
1005351,10022930,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/3/2020,NATURAL
1005351,10022960,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/4/2020,NATURAL
1005351,10022981,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/5/2020,NATURAL
1005351,10023021,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/6/2020,NATURAL
1005351,10023059,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/7/2020,NATURAL
1005351,10023060,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/8/2020,NATURAL
1005351,10023191,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/9/2020,NATURAL
1005351,10023525,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/10/2020,NATURAL
1005351,10027182,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/11/2020,NATURAL
1005351,9968814,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/12/2020,NATURAL
1005351,10023056,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/13/2020,NATURAL
1005351,10023057,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/14/2020,NATURAL
1005351,10026764,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/15/2020,NATURAL
1005351,9968880,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/16/2020,NATURAL
1005351,9968891,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/17/2020,NATURAL
1005351,10023050,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/18/2020,NATURAL
1005351,10023050,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/19/2020,NATURAL
1005351,10023053,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/20/2020,NATURAL
1005351,10027173,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/21/2020,NATURAL
1005351,10023026,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/22/2020,NATURAL
1005351,10023110,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/23/2020,NATURAL
1005351,9968961,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/24/2020,NATURAL
1005351,10027175,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/25/2020,NATURAL
1005351,9968960,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/26/2020,NATURAL
1005351,9970260,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/27/2020,NATURAL
1005351,10023146,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/28/2020,NATURAL
1005351,10090166,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/29/2020,NATURAL
1005351,9970314,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/30/2020,NATURAL
1005351,10023183,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,7/31/2020,NATURAL
1005351,9970310,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/1/2020,NATURAL
1005351,10023182,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/2/2020,NATURAL
1005351,9968852,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/3/2020,NATURAL
1005351,9968888,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/4/2020,NATURAL
1005351,9968888,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/5/2020,NATURAL
1005351,9968915,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/6/2020,NATURAL
1005351,9968915,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/7/2020,NATURAL
1005351,9970308,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/8/2020,NATURAL
1005351,9968859,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/9/2020,NATURAL
1005351,9970370,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/10/2020,NATURAL
1005351,10023153,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/11/2020,NATURAL
1005351,10077930,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/12/2020,NATURAL
1005351,10077930,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/13/2020,NATURAL
1005351,9968912,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/14/2020,NATURAL
1005351,9968918,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/15/2020,NATURAL
1005351,9968967,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/16/2020,NATURAL
1005351,9968978,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/17/2020,NATURAL
1005351,9970334,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/18/2020,NATURAL
1005351,9970413,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/19/2020,NATURAL
1005351,10026765,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/20/2020,NATURAL
1005351,9968894,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/21/2020,NATURAL
1005351,9968907,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/22/2020,NATURAL
1005351,9970281,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/23/2020,NATURAL
1005351,10023177,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/24/2020,NATURAL
1005351,9968904,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/25/2020,NATURAL
1005351,9970326,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/26/2020,NATURAL
1005351,10023167,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/27/2020,NATURAL
1005351,10026770,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/28/2020,NATURAL
1005351,9968903,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/29/2020,NATURAL
1005351,9968919,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/30/2020,NATURAL
1005351,9970263,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,8/31/2020,NATURAL
1005351,9970367,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/1/2020,NATURAL
1005351,10022949,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/2/2020,NATURAL
1005351,10023045,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/3/2020,NATURAL
1005351,10023179,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/4/2020,NATURAL
1005351,9968879,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/5/2020,NATURAL
1005351,9968916,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/6/2020,NATURAL
1005351,9970338,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/7/2020,NATURAL
1005351,10023047,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/8/2020,NATURAL
1005351,10023147,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/9/2020,NATURAL
1005351,9970373,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/10/2020,NATURAL
1005351,9970388,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/11/2020,NATURAL
1005351,10022987,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/12/2020,NATURAL
1005351,10023095,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/13/2020,NATURAL
1005351,9970257,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/14/2020,NATURAL
1005351,9970425,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/15/2020,NATURAL
1005351,9968849,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/16/2020,NATURAL
1005351,9969653,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/17/2020,NATURAL
1005351,9970271,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/18/2020,NATURAL
1005351,9970277,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/19/2020,NATURAL
1005351,9970295,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/20/2020,NATURAL
1005351,9970301,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/21/2020,NATURAL
1005351,9970311,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/22/2020,NATURAL
1005351,9970272,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/23/2020,NATURAL
1005351,9970284,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/24/2020,NATURAL
1005351,9970293,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/25/2020,NATURAL
1005351,9970409,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/26/2020,NATURAL
1005351,9970316,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/27/2020,NATURAL
1005351,9970316,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/28/2020,NATURAL
1005351,9970374,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/29/2020,NATURAL
1005351,9970382,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,9/30/2020,NATURAL
1005351,9968844,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/1/2020,NATURAL
1005351,9968873,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/2/2020,NATURAL
1005351,9968876,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/3/2020,NATURAL
1005351,9968937,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/4/2020,NATURAL
1005351,9970286,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/5/2020,NATURAL
1005351,9970313,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/6/2020,NATURAL
1005351,9970403,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/7/2020,NATURAL
1005351,9968885,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/8/2020,NATURAL
1005351,9968892,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/9/2020,NATURAL
1005351,9968892,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/10/2020,NATURAL
1005351,9970275,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/11/2020,NATURAL
1005351,9970304,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/12/2020,NATURAL
1005351,9970386,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/13/2020,NATURAL
1005351,9970401,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/14/2020,NATURAL
1005351,9968819,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/15/2020,NATURAL
1005351,9968826,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/16/2020,NATURAL
1005351,9968889,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/17/2020,NATURAL
1005351,9969654,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/18/2020,NATURAL
1005351,9970289,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/19/2020,NATURAL
1005351,9970376,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/20/2020,NATURAL
1005351,9968817,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/21/2020,NATURAL
1005351,9970358,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/22/2020,NATURAL
1005351,9968868,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/23/2020,NATURAL
1005351,9968877,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/24/2020,NATURAL
1005351,9968877,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/25/2020,NATURAL
1005351,9968909,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/26/2020,NATURAL
1005351,9970323,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/27/2020,NATURAL
1005351,9970332,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/28/2020,NATURAL
1005351,9970347,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/29/2020,NATURAL
1005351,9970416,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/30/2020,NATURAL
1005351,9998484,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,10/31/2020,NATURAL
1005351,9970274,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,11/1/2020,NATURAL
1005351,9970391,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,11/2/2020,NATURAL
1005351,9968846,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,11/3/2020,NATURAL
1005351,9968846,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,11/4/2020,NATURAL
1005351,9968856,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,11/5/2020,NATURAL
1005351,9970379,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,11/6/2020,NATURAL
1005351,9968865,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,11/7/2020,NATURAL
1005351,9970305,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,11/8/2020,NATURAL
1005351,9970307,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,11/9/2020,NATURAL
1005351,9970317,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,11/10/2020,NATURAL
1005351,9970340,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,11/11/2020,NATURAL
1005351,9970356,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,11/12/2020,NATURAL
1005351,9970356,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,11/13/2020,NATURAL
1005351,9970356,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,11/14/2020,NATURAL
1005351,9970362,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,11/15/2020,NATURAL
1005351,9970362,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,11/16/2020,NATURAL
1005351,9968928,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,11/17/2020,NATURAL
1005351,9970266,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,11/18/2020,NATURAL
1005351,9970292,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,11/19/2020,NATURAL
1005351,9970299,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,11/20/2020,NATURAL
1005351,9970302,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,11/21/2020,NATURAL
1005351,9970424,COMPRA LOCAL,TVS,TVS SPORT ES,INDIA,MOTOCICLETA,LIVIANO,11/22/2020,NATURAL
